Name,Overall Quality,Total Ratings,Hot,Easiness,Department,College
"Lincoln, Bruce",4.9,4,Not Hot,2,Religion,UChicago
"Logue, Antonia", ,0,Not Hot, ,English,UChicago
"Lycett, Mark",3.5,1,Not Hot,4,Anthropology,UChicago
"MacAyeal, Doug",3.8,18,Not Hot,4.8,Science,UChicago
"Maggi, Armando",3.1,4,Not Hot,2.8,Comparative Literature,UChicago
"Marion, Jean-Luc",3.2,7,Hot,3,Philosophy,UChicago
"Marrar, Khalil",5,1,Hot,2,Political Science,UChicago
"Martin, Terence",3.3,3,Not Hot,4.3,Biology,UChicago
"Martinez, David",3.8,2,Not Hot,1,Classics,UChicago
"Mateo, Jill",4.8,2,Not Hot,3,Biology,UChicago
"Mazzarella, William",4.5,4,Hot,1.8,Anthropology,UChicago
"McAlister, Jett",3.5,3,Not Hot,3,Humanities,UChicago
"McCullagh, Peter",2.8,3,Not Hot,1.3,Statistics,UChicago
"McMillen, Curtis", ,0,Not Hot, ,Social Work,UChicago
"Mearsheimer, John",3.4,21,Not Hot,2.4,Political Science,UChicago
"Merritt, Frank",3.2,9,Not Hot,2.2,Physics,UChicago
"Miller, Glynis Kaye",5,1,Hot,5,English,UChicago
"Miltner, Dan",5,1,Not Hot,3,Mathematics,UChicago
"Martinez, Juan",4,1,Not Hot,3,Biology,UChicago
"May, Peter", ,0,Not Hot, ,Mathematics,UChicago
"Mazziotti, David",4.5,1,Hot,4,Chemistry,UChicago
"McCormick, Michelle",3.8,2,Not Hot,2.5,Art History,UChicago
"McEnerney, Lawrence",4.9,14,Hot,3.2,English,UChicago
"McRoberts, Omar", ,0,Not Hot, ,Sociology,UChicago
"Merchant, Jason",3.5,8,Hot,2.5,Linguistics,UChicago
"Michaels, Stuart",4,4,Hot,3.2,Social Science,UChicago
"Miller, Mark",4,4,Hot,2,English,UChicago
"Mirra, Helen",3.3,5,Not Hot,3.4,Film,UChicago
"Mitchell, Margaret",4.3,8,Not Hot,2.6,Theology,UChicago
"Montalban, Antonio",5,1,Hot,4,Mathematics,UChicago
"Moreau, Corrie",4.9,4,Hot,2.8,Biology,UChicago
"Mrksich, Milan",3,3,Not Hot,2.3,Chemistry,UChicago
"Murphy, Kevin",5,2,Not Hot,1,Business,UChicago
"Nagel, Sidney",4.1,5,Not Hot,3.4,Physics,UChicago
"Narasimhan, Raghavan",2.8,4,Not Hot,1,Mathematics,UChicago
"Neal, Derek",3,2,Not Hot,2.5,Economics,UChicago
"Nelis-Castillo, Lisa",2.5,1,Not Hot,4,Biology,UChicago
"Nersessian, Anahid", ,0,Not Hot, ,English,UChicago
"Molumby, Alan",4.5,2,Not Hot,2,Biology,UChicago
"Monterescu, Daniel",5,2,Hot,3.5,Anthropology,UChicago
"Morrissey, Robert",4.2,5,Not Hot,3.2,Languages,UChicago
"Mulligan, Casey",2.5,5,Not Hot,2.2,Economics,UChicago
"Murrin, Michael",4.1,8,Not Hot,3.2,English,UChicago
"Naik, Vipul", ,0,Not Hot, ,Mathematics,UChicago
"Nash, Piers",4.9,6,Hot,2.8,Biology,UChicago
"Neer, Richard",3.8,10,Hot,2.3,Art History,UChicago
"Nelson, Debbie",4.7,7,Hot,2.9,English,UChicago
"Ngai, Mae",3.5,2,Not Hot,2.5,History,UChicago
"Ngo, Bao Chau", ,0,Not Hot, ,Mathematics,UChicago
"Nobrega, Marcelo",5,1,Not Hot,3,Biology,UChicago
"Norton, Delores",3.5,5,Not Hot,2.6,Social Science,UChicago
"Nusbaum, Howard",3.4,4,Not Hot,2.8,Psychology,UChicago
"O'Neill, Theodore",5,1,Hot,5,Humanities,UChicago
"Oliver, Eric", ,0,Not Hot, ,Political Science,UChicago
"Ollion, Etienne",4.8,4,Hot,3.2,Sociology,UChicago
"Oppenheimer, Geof",3.2,3,Not Hot,2.7,Fine Arts,UChicago
"Osadjan, Mark",5,2,Not Hot,4,Biology,UChicago
"Palmie, Stephan",4.8,11,Hot,3,Anthropology,UChicago
"Nikaj, Silda",3.5,2,Hot,2,Economics,UChicago
"Nori, Madhav",4.2,5,Hot,2,Mathematics,UChicago
"Novak, William",4.4,5,Not Hot,2.6,History,UChicago
"Nussbaum, Martha",3.6,7,Hot,2.4,Law,UChicago
"Oka, Takashi",3,10,Not Hot,3.5,Chemistry,UChicago
"Oliver, J. Eric", ,0,Not Hot, ,Political Science,UChicago
"Olsen, Liesl",4.5,1,Hot,2,English,UChicago
"Oreglia, Mark",4,2,Not Hot,3.5,Physics,UChicago
"Padgett, John", ,0,Not Hot, ,Political Science,UChicago
"Pan, Tao",2.2,4,Not Hot,2.5,Biology,UChicago
"Parks, Virginia",4.5,1,Hot,1,Social Work,UChicago
"Patterson, Eric",5,1,Hot,3,Mathematics,UChicago
"Pavel, ",4.8,4,Not Hot,3.5,Languages,UChicago
"Payne, Mark",4.2,2,Not Hot,2.5,Classics,UChicago
"Pendas, Devin",3.7,5,Hot,2.8,Social Science,UChicago
"Perlman, Robert",1,1,Not Hot,3,Biology,UChicago
"Petrin, Amil", ,0,Not Hot, ,Business,UChicago
"Pick, Lucy",2.8,6,Not Hot,3,Theology,UChicago
"Pierrehumbert, Raymond",1.8,8,Not Hot,2.2,Science,UChicago
"Pollack, Harold",4.5,2,Not Hot,2.5,Social Work,UChicago
"Paschel, Tianna", ,0,Not Hot, ,Political Science,UChicago
"Patton, Matthew", ,0,Not Hot, ,Psychology,UChicago
"Pavlova, Iglika",3.6,7,Not Hot,3.7,Biology,UChicago
"Peltzman, Sam", ,0,Not Hot, ,Economics,UChicago
"Peralta, Juan Marcelo", ,0,Not Hot, ,Chemistry,UChicago
"Perovic, Sanja",2.2,4,Not Hot,2.5,Humanities,UChicago
"Philipson, Tomas",4.5,3,Hot,2.3,Economics,UChicago
"Pieck, Sonja",5,2,Hot,2.5,Geography,UChicago
"Pippin, Robert",4,8,Hot,2.4,Philosophy,UChicago
"Pollock, Sheldon",2.5,2,Hot,3,Social Science,UChicago
"Postone, Moishe",4.5,2,Not Hot,4,History,UChicago
"Pryke, Clement",2.8,5,Hot,1.6,Physics,UChicago
"Purtle, Jennifer",4,1,Not Hot,3,Art History,UChicago
"Quintans, Jose",3.4,5,Not Hot,2.2,Biology,UChicago
"Rahimpour, Saeid", ,0,Not Hot, ,Engineering,UChicago
"Raudenbush, Stephen",4.4,4,Not Hot,3.2,Sociology,UChicago
"Redfield, James", ,0,Hot, ,Classics,UChicago
"Richard, Hudson",5,1,Not Hot,5,Biology,UChicago
"Richardson, Seth",3,3,Hot,3,Near Eastern Studies,UChicago
"Riedel, Barnaby",5,1,Hot,2,Social Science,UChicago
"Prendergast, Brian",4.9,9,Hot,2.6,Psychology,UChicago
"Ptaszynska, Marta",3.2,2,Not Hot,3,Music,UChicago
"Qaszmieh, Hani Tawfiq", ,0,Not Hot, ,Biology,UChicago
"Raeburn, Daniel",4.2,2,Hot,3.5,English,UChicago
"Raine, Michael",5,2,Hot,2.5,Humanities,UChicago
"Rawal, Viresh",3.4,19,Not Hot,1.7,Science,UChicago
"Regan, Matthias",4.5,1,Not Hot,3,English,UChicago
"Richards, Bob",4.2,10,Hot,2.5,History,UChicago
"Richter, Frank",3.5,4,Not Hot,3.5,Science,UChicago
"Riggle, Jason",5,2,Hot,3.5,Humanities,UChicago
"Rock, Kevin", ,0,Not Hot, ,Finance,UChicago
"Rood, Naomi",4.2,2,Not Hot,2.5,Humanities,UChicago
"Rosengarten, Richard",3.4,7,Not Hot,2.4,Religious Studies,UChicago
"Ross, Helaine",4.8,2,Not Hot,2,Biology,UChicago
"Ruddat, Manfred",4.2,2,Not Hot,4.5,Biology,UChicago
"Sallee, James", ,0,Hot, ,Economics,UChicago
"Sampson, Robert",4.5,4,Hot,3.2,Criminal Justice,UChicago
"Sandroff, Howard", ,0,Not Hot, ,Music,UChicago
"Santner, Eric",5,1,Not Hot,2,Humanities,UChicago
"Sassen, Saskia",2.8,2,Not Hot,3,Sociology,UChicago
"Ronchen, Drucilla",4.5,4,Not Hot,2.8,Languages,UChicago
"Rosenberg, Gerald",4.4,9,Not Hot,2.6,Law,UChicago
"Ross, Callum",4.5,1,Hot,2,Medicine,UChicago
"Rowe, Steven",4.8,2,Hot,2.5,Social Science,UChicago
"Ruddick, Lisa",3.3,12,Not Hot,3.5,English,UChicago
"Sally, Paul",4.8,6,Hot,2.8,Mathematics,UChicago
"Sanderson, Allen",3.8,31,Not Hot,3.2,Economics,UChicago
"Santana, Mario",4.9,5,Hot,3.4,Languages,UChicago
"Sapra, Haresh",4.5,1,Not Hot,3,Business,UChicago
"Sauer, Eve", ,0,Not Hot, ,Psychology,UChicago
"Saussy, Haun", ,0,Hot, ,Humanities,UChicago
"Scappettone, Jennifer", ,0,Not Hot, ,English,UChicago
"Schechter, Kate",3.5,1,Hot,2,Social Work,UChicago
"Schirr, Gary",5,1,Not Hot,4,Business,UChicago
"Schneider, Barbara",3.5,2,Hot,1.5,Sociology,UChicago
"Schreiner, Susan",4.3,3,Hot,3.3,Religion,UChicago
"Schuble, Todd",1,1,Not Hot,3,Geography,UChicago
"Scott, Elizabeth",5,1,Not Hot,2,Law,UChicago
"Shacklette, Mark",5,1,Not Hot,3,Computer Science,UChicago
"Shallcross, Bozena", ,0,Not Hot, ,Languages,UChicago
"Scala, Luka",1.2,2,Hot,1.5,Mathematics,UChicago
"Schaumbaum, Chris", ,0,Not Hot, ,Biology,UChicago
"Schechter, Oded",3.4,4,Not Hot,2,Humanities,UChicago
"Schleusener, Jay",3.6,4,Not Hot,2,English,UChicago
"Schoolhouse, Little Red",3.4,4,Not Hot,3.8,English,UChicago
"Schroeder, Jonathan",2.5,1,Not Hot,2,English,UChicago
"Schultz, Barton",2.2,2,Not Hot,4.5,Humanities,UChicago
"Scott, Ridgway", ,0,Not Hot, ,Computer Science,UChicago
"Shaikh, Sabina",5,1,Hot,4,Economics,UChicago
"Sharma, Nikhil", ,0,Not Hot, ,Mathematics,UChicago
"Shaughnessy, Edward",3,2,Not Hot,2,Languages,UChicago
"Shochet, Mel",3.8,3,Not Hot,2.3,Physics,UChicago
"Shweder, Richard",4.1,7,Hot,3.7,Anthropology,UChicago
"Silberman, Bernard",4.3,8,Hot,3.6,Political Science,UChicago
"Simpser, Alberto",2.2,2,Hot,3.5,Political Science,UChicago
"Slater, Dan",1.5,1,Not Hot,2,Political Science,UChicago
"Smigelskis, David",2.1,10,Not Hot,2.4,Law,UChicago
"Smith, Suzanne",5,1,Hot,2,Sociology,UChicago
"Snyder, Joel",3.4,10,Not Hot,2.4,Art History,UChicago
"Soucek, Brian",4.3,3,Hot,2.7,Philosophy,UChicago
"Shippy, Scott", ,0,Not Hot, ,Chemistry,UChicago
"Shultz, Peter", ,0,Not Hot, ,Music,UChicago
"Sibener, Steven",3.4,4,Not Hot,3.2,Chemistry,UChicago
"Silverstein, Michael",3.7,7,Hot,1.6,Anthropology,UChicago
"Sinz, Justin",1.8,2,Not Hot,5,Mathematics,UChicago
"Slauter, Eric",4.5,5,Hot,3.4,English,UChicago
"Smith, Jonathan Z.",4.5,12,Hot,3.2,Humanities,UChicago
"Snidal, Duncan",5,1,Hot,3,Political Science,UChicago
"Sosin, Michael",2.5,1,Not Hot,4,Social Work,UChicago
"Stanley, Amy Dru",4.4,5,Not Hot,3.2,History,UChicago
"Staubert, Wolfgang",4,1,Hot,3,Mathematics,UChicago
"Stein, Michael",1,1,Not Hot,1,Mathematics,UChicago
"Steiner, Lina",4.5,6,Hot,3.7,Humanities,UChicago
"Stevens, Rick",4,1,Hot,3,Computer Science,UChicago
"Stokes, Martin",4.5,1,Hot,2,Music,UChicago
"Strauss, Leo",3,2,Not Hot,3,Political Science,UChicago
"Strier, Richard",3.4,17,Not Hot,2.6,English,UChicago
"Swenson, Edward",4.2,5,Hot,3.6,Anthropology,UChicago
"Swyers, Holly",4.9,7,Hot,4,Social Science,UChicago
"Szentes, Balasz",2.6,6,Not Hot,2.8,Economics,UChicago
"Steck, Theodore",2.2,5,Not Hot,2.8,Science,UChicago
"Stein, Nancy",2.5,10,Not Hot,3,Psychology,UChicago
"Stern, Joel", ,0,Not Hot, ,Economics,UChicago
"Stielstra, Meghan",3.2,2,Not Hot,4.5,English,UChicago
"Stolzenberg, Ross",3.9,4,Hot,3,Sociology,UChicago
"Strawbridge, Eva",4.8,4,Hot,3,Mathematics,UChicago
"Suny, Ron",4.3,10,Hot,4.2,Political Science,UChicago
"Swerdlow, Noel",3.8,7,Not Hot,3.1,Science,UChicago
"Syverson, Chad",5,2,Hot,1,Economics,UChicago
"Tang, Chenxi",3.5,1,Not Hot,1,German,UChicago
"Tang, Ya-Ping",1,1,Not Hot,2,Psychiatry,UChicago
"Tarcov, Nathan",4.2,6,Not Hot,2.5,Political Science,UChicago
"Tenorio, Mauricio",5,2,Hot,2,History,UChicago
"Thompson, Gordon",3,1,Hot,1,History,UChicago
"Tian, Bozhi", ,0,Not Hot, ,Chemistry,UChicago
"Tsiang, Grace",3.2,5,Not Hot,2.6,Economics,UChicago
"Tsou, Jonathan",1,1,Hot,1,Philosophy,UChicago
"Turkewitz, Aaron",3.5,1,Not Hot,4,Biology,UChicago
"Ulinski, Philip",4,1,Not Hot,5,Biology,UChicago
"Valenza, Robin",3,3,Not Hot,4,English,UChicago
"Tanner, Kathryn",4.5,2,Not Hot,2.5,Religion,UChicago
"Taub, Richard", ,0,Not Hot, ,Sociology,UChicago
"Thaler, Richard",2.5,1,Not Hot,5,Business,UChicago
"Thomsen, Hans",5,1,Not Hot,3,Art History,UChicago
"Tracy, David",4.5,3,Not Hot,3,Religion,UChicago
"Tsivian, Yuri",5,1,Hot,2,Film,UChicago
"Tubb, Gary",5,2,Not Hot,3.5,Languages,UChicago
"Tuttle, Russell",3.4,6,Not Hot,2.5,Anthropology,UChicago
"Unver, Sinan",3.5,7,Hot,2.3,Mathematics,UChicago
"Van Den Hout, Lidwina",3.6,11,Not Hot,3.1,Languages,UChicago
"van den Hout, Theo",5,1,Hot,2,Languages,UChicago
"Van Drongelen, Wim", ,0,Not Hot, ,Biology,UChicago
"Veeder, William",4.2,21,Hot,2.4,English,UChicago
"Vessey, David",4.2,3,Hot,3,Philosophy,UChicago
"Vogler, Candace",2.8,14,Not Hot,2.6,Philosophy,UChicago
"Von Nolcken, Christina",4.9,4,Hot,4.5,English,UChicago
"Wah, Yau",3.1,5,Not Hot,3,Physics,UChicago
"Wallace, Christopher",5,1,Hot,4,Mathematics,UChicago
"Ward, Marty", ,0,Not Hot, ,Art History,UChicago
"Wasserstein, Bernard",4,2,Not Hot,1.5,History,UChicago
"Van Deusen-Phillips, Sarah",3,2,Not Hot,3,Social Science,UChicago
"Vasilj, Jure", ,0,Not Hot, ,Chemistry,UChicago
"Veeneman, James",3.5,15,Hot,3.1,Business,UChicago
"Visser, Penny",4,1,Hot,2,Psychology,UChicago
"Voigt, Lisa",4.5,1,Hot,5,Languages,UChicago
"Vukadinovic, Jesenko",4.5,1,Not Hot,4,Mathematics,UChicago
"Wakely, Scott",4.5,2,Hot,3.5,Physics,UChicago
"Walton, Jeremy",4.5,1,Hot,5,Social Science,UChicago
"Warren, Kenneth",2.9,8,Not Hot,3.1,English,UChicago
"Watanabe, Yoshiko",4.5,1,Not Hot,1,Languages,UChicago
"Watson, Cecelia",4.5,1,Hot,3,Humanities,UChicago
"Webster, Sidney",3.2,3,Not Hot,4.3,Mathematics,UChicago
"Wedemeyer, Christian",5,1,Hot,3,Religion,UChicago
"Weiner, Tracy",5,5,Hot,1.8,Education,UChicago
"Wentworth, Blake",5,2,Hot,2.5,Languages,UChicago
"Westra, Joel",5,1,Hot,1,International Studies,UChicago
"Whyte, Max",5,3,Hot,3,Social Science,UChicago
"Winter, Alison",2.7,6,Not Hot,3.3,History,UChicago
"Yamamoto, Hisashi", ,0,Not Hot, ,Chemistry,UChicago
"York, Donald",2.6,6,Not Hot,2.3,Science,UChicago
"Watson, Rachel", ,0,Not Hot, ,English,UChicago
"Wedeen, Lisa",3,4,Not Hot,2,Political Science,UChicago
"Weinberger, Shmuel",4.3,3,Hot,2,Mathematics,UChicago
"Wellbery, David Wellbery",5,1,Not Hot,3,Languages,UChicago
"Westerman, Richard",5,4,Hot,2.2,Social Science,UChicago
"White, Hylton",4.9,9,Hot,2,Social Science,UChicago
"Wilson, ",3.2,2,Not Hot,5,Economics,UChicago
"Wu, Hung",4.6,5,Hot,2.8,Art History,UChicago
"Yang, Dali",3.6,4,Not Hot,2.8,Political Science,UChicago
"YU, Luping",1.5,2,Not Hot,3,Chemistry,UChicago
"Yuen, Alvis", ,0,Not Hot, ,Chemistry,UChicago
"Zaragoza, Rosemary",2.8,12,Not Hot,2.9,Biology,UChicago
"Zeitlin, Judith",4.8,3,Hot,2.3,Ethnic Studies,UChicago
"Zhao, Meishan",4.3,7,Not Hot,3.9,Chemistry,UChicago
"Zorach, Rebecca",3.5,7,Not Hot,2.6,Art History,UChicago
"Zahra, Tara", ,0,Not Hot, ,History,UChicago
"Zbikowski, Lawrence",4.2,4,Not Hot,2.5,Music,UChicago
"Zerilli, Linda",5,1,Not Hot,2,Political Science,UChicago
"Zitzewitz, Karin", ,0,Not Hot, ,Social Science,UChicago
"Abreu, Lilly",5,2,Hot,4,Music,CMU
"Acquisti, Alessandro",4.4,8,Hot,2.6,Information Science,CMU
"Akat, Muzaffer",3.8,2,Not Hot,3,Finance,CMU
"Alfonso-Wells, Shawna",4.5,1,Not Hot,5,History,CMU
"Anderson, David",4.5,3,Hot,4.7,Physics,CMU
"Andrews, Peter",3.9,9,Not Hot,2.1,Mathematics,CMU
"Armitage, Bruce",4.9,10,Hot,2.7,Chemistry,CMU
"Ashkin, Julius",5,1,Not Hot,2,Physics,CMU
"Aven, Brandy",3.5,2,Hot,3.5,Business,CMU
"Babcock, Linda",4.5,1,Not Hot,4,Business,CMU
"Achim, Catalina",3.5,1,Not Hot,3,Chemistry,CMU
"Adamchik, Victor",3,30,Not Hot,2.9,Computer Science,CMU
"Akinci, Burcu",4.1,4,Hot,4.8,Engineering,CMU
"Ambrose, Susan",5,1,Not Hot,2,History,CMU
"Anderson, Eric",2.8,12,Not Hot,2.7,Fine Arts,CMU
"Anna, Shelley",4.2,3,Not Hot,2.7,Engineering,CMU
"Asheghi, Mehdi",1.9,7,Not Hot,2.4,Engineering,CMU
"Atkeson, Chris",5,2,Not Hot,4,Computer Science,CMU
"Avigad, Jeremy",4.4,5,Not Hot,2.6,Philosophy,CMU
"Bachman, Clover",1.8,5,Not Hot,3.4,English,CMU
"Bain, James",4,1,Hot,3,Engineering,CMU
"Ball, Jay",2.7,3,Not Hot,4.3,Theater,CMU
"Barr, Edward",4.6,11,Hot,3.7,Writing,CMU
"Bartos, Stephannie",2.2,3,Not Hot,3,Architecture,CMU
"Batiste, Stephanie",3.7,3,Not Hot,1.7,Humanities,CMU
"Beck, Kim",5,1,Hot,2,Fine Arts,CMU
"Bellan-Gillen, Patricia",4.4,7,Hot,3.4,Fine Arts,CMU
"Berget, Peter",4.2,9,Not Hot,2.3,Science,CMU
"Bernstein, Jane",4.2,13,Hot,3.2,English,CMU
"Beuth, Jack",3.2,11,Not Hot,2.7,Engineering,CMU
"Balasko, Yves",1.5,1,Not Hot,2,Business,CMU
"Barclay, Sonya",5,1,Not Hot,2,History,CMU
"Barth, Alison", ,0,Not Hot, ,Biology,CMU
"Baskinger, Mark",3.1,7,Hot,1.9,Design,CMU
"Baxtresser, Jeanne",5,2,Hot,3.5,Music,CMU
"Behrmann, Marlene",4.9,4,Not Hot,2.2,Psychology,CMU
"Benack, Claudia",3.5,2,Not Hot,2,Fine Arts,CMU
"Bernhard, Stefan",2.5,2,Not Hot,3,Chemistry,CMU
"Beukema, Patrick", ,0,Not Hot, ,Philosophy,CMU
"Beveridge, Andrew",4.5,1,Not Hot,3,Mathematics,CMU
"Bhagat, Alisha",3.8,2,Hot,3,Anthropology,CMU
"Blake, William",2.3,15,Not Hot,3.3,English,CMU
"Blelloch, Guy",3.6,4,Not Hot,2.2,Computer Science,CMU
"Bockstaller, Michael",4.3,3,Hot,4,Engineering,CMU
"Bondra, Thomas",3.2,3,Not Hot,4.3,English,CMU
"Bowman, Julie",4,1,Not Hot,4,English,CMU
"Brandon, Deborah",3.7,20,Not Hot,2.7,Mathematics,CMU
"Briere, Roy",3.1,11,Not Hot,2.4,Physics,CMU
"Brockmann, Stephen",4,1,Not Hot,4,History,CMU
"Brookes, Stephen",3.7,3,Not Hot,1.7,Computer Science,CMU
"Bingham, Robert",4.5,1,Not Hot,5,Fine Arts,CMU
"Blank, Adam",5,2,Not Hot,2.5,Computer Science,CMU
"blum, Avrim",4.3,3,Not Hot,2.3,Computer Science,CMU
"Boevers, David",4,9,Not Hot,2.7,Theater,CMU
"Borzutzky, Silvia",2.8,4,Not Hot,2.2,Political Science,CMU
"Boyarski, Dan", ,0,Not Hot, ,Design,CMU
"Bridges, Mike",4.6,5,Not Hot,3.4,Psychology,CMU
"Briggs, Dee",3.5,10,Not Hot,2,Architecture,CMU
"Brodsky, Charlee",3.4,8,Hot,3.6,Fine Arts,CMU
"Broomell, Steven",2,1,Not Hot,1,Social Science,CMU
"Brown, William",4.5,20,Not Hot,2.8,Science,CMU
"Bryant, Randall",3.8,3,Not Hot,2,Computer Science,CMU
"Burgess, Lowry",4,4,Not Hot,3.8,Fine Arts,CMU
"Burns, David",3.1,6,Not Hot,2.7,Architecture,CMU
"Butts, Anthony",1,1,Not Hot,3,English,CMU
"Carpenter, Patricia",3.2,6,Not Hot,3,Psychology,CMU
"Carroll, Jeffrey",1.4,9,Not Hot,2.3,Computer Science,CMU
"Castagnaro, Mario",5,6,Hot,3.2,English,CMU
"Cerniglia, David",4.1,5,Hot,2.6,English,CMU
"Chemus, Michael",1,1,Not Hot,4,Theater,CMU
"Bruegge, Bernd",3.5,4,Not Hot,2.5,Computer Science,CMU
"Bukh, Boris",1,1,Not Hot,4,Mathematics,CMU
"Burkert, Amy",4.9,7,Not Hot,2.3,Biology,CMU
"Burstin, Barbara",2.5,4,Not Hot,3.5,History,CMU
"Carley, Kathleen", ,0,Not Hot, ,Computer Science,CMU
"Carrasquel, Jacobo",3.4,11,Not Hot,3.4,Computer Science,CMU
"Carver, Sharon",3.7,6,Not Hot,3,Psychology,CMU
"Castellano, Charlene",5,2,Not Hot,2,History,CMU
"Chang, Ting",2,8,Not Hot,3.8,Art History,CMU
"Chen, Tsuhan",5,1,Hot,2,Engineering,CMU
"Choset, Howard",2.4,7,Not Hot,3.3,Engineering,CMU
"Christin, Nicolas", ,0,Not Hot, ,Engineering,CMU
"Clementi, Gianlucca",2.5,1,Not Hot,1,Business,CMU
"Cohen, Victor",4,1,Hot,5,English,CMU
"Cortina, Tom",4.8,16,Not Hot,3.6,Computer Science,CMU
"Cox-Boyd, Chante",3.7,14,Not Hot,3.5,Psychology,CMU
"Creasman, Allyson",4.2,4,Not Hot,2.8,History,CMU
"Culbertson, R.F.",3.8,4,Not Hot,3.5,Business,CMU
"Dabbish, Laura",2.5,2,Not Hot,3,Information Science,CMU
"Daniels, Jim",3.7,15,Hot,3.3,English,CMU
"Chow, Rosalind",3.2,3,Not Hot,2,Business,CMU
"Clarke, Edmund M.",2.5,1,Not Hot,3,Computer Science,CMU
"Cofield, Milton",4.6,11,Not Hot,4.4,Business,CMU
"Cooper, Douglas",4.6,4,Hot,3.5,Architecture,CMU
"Costanzo, Gerald",4.8,8,Hot,3.8,English,CMU
"Crane, Earl",5,1,Not Hot,3,Information Science,CMU
"Cruze, Elizabeth",5,1,Not Hot,5,Design,CMU
"Cummings, James",3.4,6,Not Hot,2.2,Mathematics,CMU
"Dahl, Kris",4.1,6,Not Hot,2.3,Engineering,CMU
"Danks, David",4,2,Hot,3,Philosophy,CMU
"Dannenberg, Roger",5,1,Hot,5,Computer Science,CMU
"Dawson, Tim",3.8,2,Not Hot,3,English,CMU
"Dayal, Kaushik",1.5,1,Not Hot,4,Engineering,CMU
"Dealmeida, Cynthia", ,0,Not Hot, ,Music,CMU
"DeSantis, Mark",4.8,3,Hot,1.3,Business,CMU
"Deserno, Markus",5,2,Not Hot,3.5,Physics,CMU
"Devine, J.",4.4,6,Not Hot,3.5,Humanities,CMU
"Domach, Michael",3.8,2,Not Hot,4.5,Engineering,CMU
"Dozzi, Giancarlo",5,1,Hot,5,Computer Science,CMU
"Dubrawski, Artur",5,3,Not Hot,2,Information Science,CMU
"Das, Subha",3.5,1,Not Hot,5,Chemistry,CMU
"Day, Jared",2,2,Not Hot,2,History,CMU
"De Graef, Marc",4.1,5,Not Hot,3.2,Engineering,CMU
"Deems, Julia", ,0,Not Hot, ,Business,CMU
"Deseri, Luca",3.7,3,Hot,2.7,Mathematics,CMU
"Deuss, Annelies",3.5,1,Hot,3,Economics,CMU
"Dilworth, Sharon",3.3,3,Not Hot,2,English,CMU
"Donahue, Neil",4,1,Hot,2,Engineering,CMU
"Dubra, ",4,1,Not Hot,2,Economics,CMU
"Duesing, Jim",4.5,2,Hot,3,Fine Arts,CMU
"Dworkin Y Mendez, Kenya",4.3,3,Not Hot,3.7,Ethnic Studies,CMU
"Eckhardt, Dave",2.5,3,Hot,2.3,Computer Science,CMU
"Eiss, Paul",4.5,7,Hot,3,History,CMU
"Ettensohn, Charles",3.9,7,Not Hot,2.9,Biology,CMU
"Faulk, Karen",4,1,Not Hot,3,History,CMU
"Ferguson, Tom",3.4,8,Not Hot,1.6,Physics,CMU
"Ferreyra, Maria",2.5,4,Not Hot,2.8,Economics,CMU
"Fields-Black, Edda",5,1,Hot,1,History,CMU
"Finger, Susan",5,6,Not Hot,3.5,Engineering,CMU
"Fischhoff, Baruch",3.5,1,Not Hot,4,Social Science,CMU
"Dzombak, David", ,0,Hot, ,Engineering,CMU
"Eisenberg, Laurie",4.8,3,Not Hot,2.7,History,CMU
"Eperjesi, John",5,2,Hot,4.5,English,CMU
"Fallon, Rob",4.5,1,Not Hot,2,Music,CMU
"Feinberg, Dave",4.9,8,Not Hot,3.5,Computer Science,CMU
"Ferla, James",5,2,Hot,2.5,Music,CMU
"Fichman, Mark",3.1,7,Not Hot,2.9,Business,CMU
"Finegold, Mike",4,1,Hot,3,Statistics,CMU
"Finkel, Jonathan", ,0,Not Hot, ,Biology,CMU
"Fisher, Anna",3,2,Hot,2,Psychology,CMU
"Fisher, Eric",3.5,4,Hot,3,Architecture,CMU
"Flower, Linda",3.2,2,Not Hot,3.5,English,CMU
"Fong, Christina",3.5,6,Hot,2.8,Economics,CMU
"Frame, David",3.2,5,Not Hot,3.8,Economics,CMU
"Franklin, Hilary",4.5,2,Not Hot,4,English,CMU
"Freed, Barbara",2.5,1,Hot,5,Languages,CMU
"Gandlin, Rima",1.6,10,Not Hot,2.9,Mathematics,CMU
"Garoff, Stephen",2.4,16,Not Hot,1.9,Physics,CMU
"Gelman, Tanya",5,1,Not Hot,1,Music,CMU
"Gheorghiciuc, Irina",3.1,15,Hot,2.8,Mathematics,CMU
"Flaherty, Tim",3.6,41,Not Hot,2.6,Mathematics,CMU
"Flynt Fijas, Gabrielle (abby)",4.8,2,Not Hot,3.5,Statistics,CMU
"Forough, Cyrus", ,0,Not Hot, ,Music,CMU
"Franklin, Gregg",5,2,Not Hot,4,Physics,CMU
"Frazer, Jendayi",4.5,1,Not Hot,3,Social Science,CMU
"Frieze, Alan",4.1,4,Not Hot,4,Mathematics,CMU
"Ganger, Greg",5,1,Hot,3,Engineering,CMU
"Garrison, Warren",4.8,3,Not Hot,3.3,Engineering,CMU
"Gentry, Nicholas",4.6,7,Not Hot,3.3,English,CMU
"Ghosh, Kunal",3.7,17,Not Hot,2.4,Science,CMU
"Gilman, Fred",5,1,Not Hot,5,Physics,CMU
